,number,keyword,Text,Tidy_Tweets,," 0-apologize, 1-rectify, 2-supportive/helpful, 3-appreciate, 4 - misc.",Rating,"0-neg, 1-neu, 2-pos"
0.3321744,7005,AC, Hello  AC   from Delhi has since arrived in Toronto at      this morning   Max,hello from delhi sinc arriv toronto thi morn,,,H,
0.648780495,84521,W6, Hi  Filip  the Wizz Discount Club should be activated by now  so please check again in your account  Thank you ,filip wizz discount club should activ pleas check again your account thank,,,H,
0.626495662,84160,W6, Yes  that s correct ,that correct,,,H,
0.662307515,87809,WN, So sorry for falling short  Drake  All Southwest Airlines Employees are expected to provide friendly  helpful  and attentive service to each of our valued Customers  We re truly sorry if this was not the case yesterday   Mariam,sorri fall short drake southwest airlin employe expect provid friendli help attent servic each valu custom truli sorri thi case yesterday mariam,,,U,
0.570785984,88396,WN, We re very sorry for the challenging start to your day  You re welcome to DM us your confirmation number  and we ll take a closer look at the cause of your cancellation   Linnea https   t co mQmfkXW oV,veri sorri challeng start your welcom your confirm number take closer look caus your cancel linnea http mqmfkxw,,,U,
0.088232857,45519,LS, Hi Nanny  we don t price match I m afraid  Apologies for any disappointment  but we do hope you have a lovely holiday    Jasmine,nanni price match afraid apolog disappoint hope have love holiday jasmin,,,U,
0.412121327,5212,AA, That s a fantastic #AAmericanView ,that fantast #aamericanview,,,N,
0.932134219,16202,B6,  https   t co XoBKWjr ge,http xobkwjr,,,N,
0.363049289,61827,TOM, If you booked with  in the U K   we are sure they will be happy to help you  ,book with sure they will happi help,,,H,
0.272725401,7605,AC, Hello Emerson  we invite you to contact our Reservations team directly  https   t co uYskJfsxRX for further assistance with this   Rose,hello emerson invit contact reserv team directli http uyskjfsxrx further assist with thi rose,,,H,
0.587596371,18822,B6, Darn  we re sorry to hear that  Please DM your confirmation code here   https   t co xSmyP Lfyg,darn sorri hear that pleas your confirm code here http xsmyp lfyg,,,U,
0.52076812,50257,NK, Thank you for your patience  We apologize for the delay in our response  Our team will look into your concern as soon as they can  Please DM us your reservation info so we can look into it  https   t co dd DI TJ t,thank your patienc apolog delay respons team will look into your concern soon they pleas your reserv info look into http,,,U,
0.826818894,11803,AF,     Name Surname  Date of birth and email address  Once we have received the information  we will handle your request as swiftly as possible  We look forward to your response ,name surnam date birth email address onc have receiv inform will handl your request swiftli possibl look forward your respons,,,H,
0.971510719,15251,AS, Only for American Airlines flights  they must be booked on https   t co ytKLMmZJGm to earn miles   Maeghan,onli american airlin flight they must book http ytklmmzjgm earn mile maeghan,,,H,
0.079147326,63374,TOM, Hi Rhys  my colleague  will be able to help with your booking   thanks,rhi colleagu will abl help with your book thank,,,H,
0.117393116,5936,AA, We ve got the pedal to the metal and we ll do all we can to make your connection ,pedal metal make your connect,,,H,
0.769756081,50964,NK, Hello  We don t like that you ve had a negative experience with us  Please DM your reservation # for assistance  https   t co dd DI TJ t,hello like that neg experi with pleas your reserv assist http,,,U,
0.519524339,80292,VY, Hello Bob  once again we apologize for the inconveniences caused  even though they were disruptions caused by the French strike     ,hello onc again apolog inconveni caus even though they were disrupt caus french strike,,,U,
0.510297851,15909,AS, I ll work on that for ya     Laura,work that laura,,,H,
0.70348034,63020,TOM,RT   Tui Travel reports record results   pc jump in pre tax profit to     m for yr to Sep     CEO Peter Long says package holid ,travel report record result jump profit peter long say packag holid,,,N,
0.085105337,58046,TOM,#TUIresults in detail  focus on #cruises  Strong Q   growth path successfully continued   https   t co LGiBrmR ze,#tuiresult detail focu #cruis strong growth path success continu http lgibrmr,,,N,
0.26057186,42866,LH, Please advise your full name  email and postal address  ticket and flight details and all other necessary information you emailed to Customer Relations  For your own private data security  pls send it via DM  We ll check if they have received your email   Nes https   t co  mYzRJlA d,pleas advis your full name email postal address ticket flight detail other necessari inform email custom relat your privat data secur send check they have receiv your email http myzrjla,,,H,
0.299975898,76133,UX, Hi Nicol s  Indicate us please your booking reference by private  We ll try to help you ,nicol indic pleas your book refer privat help,,,H,
